"ID","Name","Species","GeneID","Family","Evidence"
"T014203_1.02","MYOD1","Homo_sapiens","ENSG00000129152","bHLH","D"
"T014193_1.02","MYOG","Homo_sapiens","ENSG00000122180","bHLH","D"
"T014221_1.02","NEUROD1","Homo_sapiens","ENSG00000162992","bHLH","D"
"T014233_1.02","NEUROD2","Homo_sapiens","ENSG00000171532","bHLH","D"
"T014245_1.02","NEUROG2","Homo_sapiens","ENSG00000178403","bHLH","D"
"T014234_1.02","NHLH1","Homo_sapiens","ENSG00000171786","bHLH","D"
"T014254_1.02","OLIG1","Homo_sapiens","ENSG00000184221","bHLH","D"
"T014268_1.02","OLIG2","Homo_sapiens","ENSG00000205927","bHLH","D"
"T014243_1.02","OLIG3","Homo_sapiens","ENSG00000177468","bHLH","D"
"T014230_1.02","PTF1A","Homo_sapiens","ENSG00000168267","bHLH","D"
"T014170_1.02","SREBF1","Homo_sapiens","ENSG00000072310","bHLH","D"
"T014266_1.02","SREBF2","Homo_sapiens","ENSG00000198911","bHLH","D"
"T014220_1.02","TAL1","Homo_sapiens","ENSG00000162367","bHLH","D"
"T014212_1.02","TCF12","Homo_sapiens","ENSG00000140262","bHLH","D"
"T014169_1.02","TCF3","Homo_sapiens","ENSG00000071564","bHLH","D"
"T014264_1.02","TCF4","Homo_sapiens","ENSG00000196628","bHLH","D"
"T014172_1.02","TFAP4","Homo_sapiens","ENSG00000090447","bHLH","D"
"T014166_1.02","TFE3","Homo_sapiens","ENSG00000068323","bHLH","D"
"T014183_1.02","TFEB","Homo_sapiens","ENSG00000112561","bHLH","D"
"T014177_1.02","TFEC","Homo_sapiens","ENSG00000105967","bHLH","D"
"T014194_1.02","TWIST1","Homo_sapiens","ENSG00000122691","bHLH","D"
"T014218_1.02","USF1","Homo_sapiens","ENSG00000158773","bHLH","D"
"T014176_1.02","USF2","Homo_sapiens","ENSG00000105698","bHLH","D"
"T011266_1.02","MAX","Homo_sapiens","ENSG00000125952","bHLH,bZIP","D"
"T022111_1.02","MGA","Homo_sapiens","ENSG00000174197","bHLH,T-box","D"
"T025280_1.02","ATF1","Homo_sapiens","ENSG00000123268","bZIP","D"
"T025275_1.02","ATF2","Homo_sapiens","ENSG00000115966","bZIP","D"
"T025301_1.02","ATF3","Homo_sapiens","ENSG00000162772","bZIP","D"
"T025284_1.02","ATF4","Homo_sapiens","ENSG00000128272","bZIP","D"
"T025308_1.02","ATF5","Homo_sapiens","ENSG00000169136","bZIP","D"
"T025277_1.02","ATF6","Homo_sapiens","ENSG00000118217","bZIP","D"
"T025311_1.02","ATF7","Homo_sapiens","ENSG00000170653","bZIP","D"
"T025299_1.02","BACH1","Homo_sapiens","ENSG00000156273","bZIP","D"
"T025274_1.02","BACH2","Homo_sapiens","ENSG00000112182","bZIP","D"
"T025298_1.02","BATF","Homo_sapiens","ENSG00000156127","bZIP","D"
"T025282_1.02","BATF3","Homo_sapiens","ENSG00000123685","bZIP","D"
"T025330_1.02","CEBPA","Homo_sapiens","ENSG00000245848","bZIP","D"
"T025313_1.02","CEBPB","Homo_sapiens","ENSG00000172216","bZIP","D"
"T025327_1.02","CEBPD","Homo_sapiens","ENSG00000221869","bZIP","D"
"T025266_1.02","CEBPE","Homo_sapiens","ENSG00000092067","bZIP","D"
"T025297_1.02","CEBPG","Homo_sapiens","ENSG00000153879","bZIP","D"
"T025278_1.02","CREB1","Homo_sapiens","ENSG00000118260","bZIP","D"
"T025270_1.02","CREB3","Homo_sapiens","ENSG00000107175","bZIP","D"
"T025300_1.02","CREB3L1","Homo_sapiens","ENSG00000157613","bZIP","D"
"T025267_1.02","CREM","Homo_sapiens","ENSG00000095794","bZIP","D"
"T025269_1.02","DBP","Homo_sapiens","ENSG00000105516","bZIP","D"
"T025314_1.02","DDIT3","Homo_sapiens","ENSG00000175197","bZIP","D"
"T025309_1.02","FOS","Homo_sapiens","ENSG00000170345","bZIP","D"
"T025283_1.02","FOSB","Homo_sapiens","ENSG00000125740","bZIP","D"
"T025315_1.02","FOSL1","Homo_sapiens","ENSG00000175592","bZIP","D"
"T025264_1.02","FOSL2","Homo_sapiens","ENSG00000075426","bZIP","D"
"T025272_1.02","HLF","Homo_sapiens","ENSG00000108924","bZIP","D"
"T025289_1.02","JDP2","Homo_sapiens","ENSG00000140044","bZIP","D"
"T025316_1.02","JUN","Homo_sapiens","ENSG00000177606","bZIP","D"
"T025312_1.02","JUNB","Homo_sapiens","ENSG00000171223","bZIP","D"
"T025286_1.02","JUND","Homo_sapiens","ENSG00000130522","bZIP","D"
"T025317_1.02","MAF","Homo_sapiens","ENSG00000178573","bZIP","D"
"T025319_1.02","MAFA","Homo_sapiens","ENSG00000182759","bZIP","D"
"T025325_1.02","MAFB","Homo_sapiens","ENSG00000204103","bZIP","D"
"T025320_1.02","MAFF","Homo_sapiens","ENSG00000185022","bZIP","D"
"T025322_1.02","MAFG","Homo_sapiens","ENSG00000197063","bZIP","D"
"T025323_1.02","MAFK","Homo_sapiens","ENSG00000198517","bZIP","D"
"T025281_1.02","NFE2","Homo_sapiens","ENSG00000123405","bZIP","D"
"T025265_1.02","NFE2L1","Homo_sapiens","ENSG00000082641","bZIP","D"
"T025276_1.02","NFE2L2","Homo_sapiens","ENSG00000116044","bZIP","D"
"T025262_1.02","NFE2L3","Homo_sapiens","ENSG00000050344","bZIP","D"
"T025304_1.02","NFIL3","Homo_sapiens","ENSG00000165030","bZIP","D"
"T025285_1.02","NRL","Homo_sapiens","ENSG00000129535","bZIP","D"
"T025305_1.02","TEF","Homo_sapiens","ENSG00000167074","bZIP","D"
"T025268_1.02","XBP1","Homo_sapiens","ENSG00000100219","bZIP","D"
"T044902_1.02","AC092364.1","Homo_sapiens","ENSG00000230766","C2H2 ZF","D"
"T044305_1.02","BCL11A","Homo_sapiens","ENSG00000119866","C2H2 ZF","D"
"T044291_1.02","BCL6","Homo_sapiens","ENSG00000113916","C2H2 ZF","D"
"T044443_1.02","BCL6B","Homo_sapiens","ENSG00000161940","C2H2 ZF","D"
"T044268_1.02","CTCF","Homo_sapiens","ENSG00000102974","C2H2 ZF","D"
"T044318_1.02","CTCFL","Homo_sapiens","ENSG00000124092","C2H2 ZF","D"
"T044493_1.02","E4F1","Homo_sapiens","ENSG00000167967","C2H2 ZF","D"
"T044306_1.02","EGR1","Homo_sapiens","ENSG00000120738","C2H2 ZF","D"
"T044316_1.02","EGR2","Homo_sapiens","ENSG00000122877","C2H2 ZF","D"
"T044597_1.02","EGR3","Homo_sapiens","ENSG00000179388","C2H2 ZF","D"
"T044360_1.02","EGR4","Homo_sapiens","ENSG00000135625","C2H2 ZF","D"
"T044752_1.02","ENSG00000197025","Homo_sapiens","ENSG00000197025","C2H2 ZF","D"
"T044871_1.02","ENSG00000215339","Homo_sapiens","ENSG00000215339","C2H2 ZF","D"
"T061582_1.02","ENSG00000257482","Homo_sapiens","ZN727_HUMAN","C2H2 ZF","D"
"T061578_1.02","ENSG00000263255","Homo_sapiens","ZN486_HUMAN","C2H2 ZF","D"
"T061571_1.02","ENSG00000269523","Homo_sapiens","ZFP92_HUMAN","C2H2 ZF","D"
"T044445_1.02","GFI1","Homo_sapiens","ENSG00000162676","C2H2 ZF","D"
"T044462_1.02","GFI1B","Homo_sapiens","ENSG00000165702","C2H2 ZF","D"
"T044288_1.02","GLI1","Homo_sapiens","ENSG00000111087","C2H2 ZF","D"
"T044237_1.02","GLI2","Homo_sapiens","ENSG00000074047","C2H2 ZF","D"
"T044283_1.02","GLI3","Homo_sapiens","ENSG00000106571","C2H2 ZF","D"
"T044557_1.02","GLIS1","Homo_sapiens","ENSG00000174332","C2H2 ZF","D"
"T044331_1.02","GLIS2","Homo_sapiens","ENSG00000126603","C2H2 ZF","D"
"T044284_1.02","GLIS3","Homo_sapiens","ENSG00000107249","C2H2 ZF","D"
"T044326_1.02","GZF1","Homo_sapiens","ENSG00000125812","C2H2 ZF","D"
"T044577_1.02","HIC1","Homo_sapiens","ENSG00000177374","C2H2 ZF","D"
"T044503_1.02","HIC2","Homo_sapiens","ENSG00000169635","C2H2 ZF","D"
"T044541_1.02","HINFP","Homo_sapiens","ENSG00000172273","C2H2 ZF","D"
"T044257_1.02","HIVEP1","Homo_sapiens","ENSG00000095951","C2H2 ZF","D"
"T044218_1.02","HIVEP2","Homo_sapiens","ENSG00000010818","C2H2 ZF","D"
"T044656_1.02","IKZF1","Homo_sapiens","ENSG00000185811","C2H2 ZF","D"
"T044224_1.02","IKZF2","Homo_sapiens","ENSG00000030419","C2H2 ZF","D"
"T044552_1.02","INSM1","Homo_sapiens","ENSG00000173404","C2H2 ZF","D"
"T044277_1.02","KLF1","Homo_sapiens","ENSG00000105610","C2H2 ZF","D"
"T044539_1.02","KLF11","Homo_sapiens","ENSG00000172059","C2H2 ZF","D"
"T044301_1.02","KLF12","Homo_sapiens","ENSG00000118922","C2H2 ZF","D"
"T044505_1.02","KLF13","Homo_sapiens","ENSG00000169926","C2H2 ZF","D"
"T044559_1.02","KLF14","Homo_sapiens","ENSG00000174595","C2H2 ZF","D"
"T044451_1.02","KLF15","Homo_sapiens","ENSG00000163884","C2H2 ZF","D"
"T044341_1.02","KLF16","Homo_sapiens","ENSG00000129911","C2H2 ZF","D"
"T044337_1.02","KLF2","Homo_sapiens","ENSG00000127528","C2H2 ZF","D"
"T044285_1.02","KLF3","Homo_sapiens","ENSG00000109787","C2H2 ZF","D"
"T044363_1.02","KLF4","Homo_sapiens","ENSG00000136826","C2H2 ZF","D"
"T044265_1.02","KLF5","Homo_sapiens","ENSG00000102554","C2H2 ZF","D"
"T044234_1.02","KLF6","Homo_sapiens","ENSG00000067082","C2H2 ZF","D"
"T044264_1.02","KLF8","Homo_sapiens","ENSG00000102349","C2H2 ZF","D"
"T044273_1.02","MAZ","Homo_sapiens","ENSG00000103495","C2H2 ZF","D"
"T044251_1.02","MECOM","Homo_sapiens","ENSG00000085276","C2H2 ZF","D"
"T044690_1.02","MTF1","Homo_sapiens","ENSG00000188786","C2H2 ZF","D"
"T044259_1.02","MZF1","Homo_sapiens","ENSG00000099326","C2H2 ZF","D"
"T044544_1.02","OVOL1","Homo_sapiens","ENSG00000172818","C2H2 ZF","D"
"T044328_1.02","OVOL2","Homo_sapiens","ENSG00000125850","C2H2 ZF","D"
"T044260_1.02","PATZ1","Homo_sapiens","ENSG00000100105","C2H2 ZF","D"
"T044625_1.02","PLAG1","Homo_sapiens","ENSG00000181690","C2H2 ZF","D"
"T044299_1.02","PLAGL1","Homo_sapiens","ENSG00000118495","C2H2 ZF","D"
"T044330_1.02","PLAGL2","Homo_sapiens","ENSG00000126003","C2H2 ZF","D"
"T044227_1.02","PRDM1","Homo_sapiens","ENSG00000057657","C2H2 ZF","D"
"T044346_1.02","PRDM12","Homo_sapiens","ENSG00000130711","C2H2 ZF","D"
"T044377_1.02","PRDM15","Homo_sapiens","ENSG00000141956","C2H2 ZF","D"
"T044287_1.02","PRDM4","Homo_sapiens","ENSG00000110851","C2H2 ZF","D"
"T044249_1.02","REST","Homo_sapiens","ENSG00000084093","C2H2 ZF","D"
"T044324_1.02","RREB1","Homo_sapiens","ENSG00000124782","C2H2 ZF","D"
"T044464_1.02","SALL2","Homo_sapiens","ENSG00000165821","C2H2 ZF","D"
"T044515_1.02","SCRT1","Homo_sapiens","ENSG00000170616","C2H2 ZF","D"
"T044875_1.02","SCRT2","Homo_sapiens","ENSG00000215397","C2H2 ZF","D"
"T044320_1.02","SNAI1","Homo_sapiens","ENSG00000124216","C2H2 ZF","D"
"T044222_1.02","SNAI2","Homo_sapiens","ENSG00000019549","C2H2 ZF","D"
"T044652_1.02","SP1","Homo_sapiens","ENSG00000185591","C2H2 ZF","D"
"T044474_1.02","SP2","Homo_sapiens","ENSG00000167182","C2H2 ZF","D"
"T044545_1.02","SP3","Homo_sapiens","ENSG00000172845","C2H2 ZF","D"
"T044281_1.02","SP4","Homo_sapiens","ENSG00000105866","C2H2 ZF","D"
"T044456_1.02","SP8","Homo_sapiens","ENSG00000164651","C2H2 ZF","D"
"T044646_1.02","WT1","Homo_sapiens","ENSG00000184937","C2H2 ZF","D"
"T044261_1.02","YY1","Homo_sapiens","ENSG00000100811","C2H2 ZF","D"
"T044903_1.02","YY2","Homo_sapiens","ENSG00000230797","C2H2 ZF","D"
"T044232_1.02","ZBTB11","Homo_sapiens","ENSG00000066422","C2H2 ZF","D"
"T044286_1.02","ZBTB16","Homo_sapiens","ENSG00000109906","C2H2 ZF","D"
"T044578_1.02","ZBTB33","Homo_sapiens","ENSG00000177485","C2H2 ZF","D"
"T044556_1.02","ZBTB4","Homo_sapiens","ENSG00000174282","C2H2 ZF","D"
"T044499_1.02","ZBTB49","Homo_sapiens","ENSG00000168826","C2H2 ZF","D"
"T044663_1.02","ZBTB6","Homo_sapiens","ENSG00000186130","C2H2 ZF","D"
"T044594_1.02","ZBTB7A","Homo_sapiens","ENSG00000178951","C2H2 ZF","D"
"T044436_1.02","ZBTB7B","Homo_sapiens","ENSG00000160685","C2H2 ZF","D"
"T044645_1.02","ZBTB7C","Homo_sapiens","ENSG00000184828","C2H2 ZF","D"
"T044795_1.02","ZFP161","Homo_sapiens","ENSG00000198081","C2H2 ZF","D"
"T044595_1.02","ZFP42","Homo_sapiens","ENSG00000179059","C2H2 ZF","D"
"T044215_1.02","ZFX","Homo_sapiens","ENSG00000005889","C2H2 ZF","D"
"T044411_1.02","ZIC1","Homo_sapiens","ENSG00000152977","C2H2 ZF","D"
"T044225_1.02","ZIC2","Homo_sapiens","ENSG00000043355","C2H2 ZF","D"
"T044419_1.02","ZIC3","Homo_sapiens","ENSG00000156925","C2H2 ZF","D"
"T044561_1.02","ZIC4","Homo_sapiens","ENSG00000174963","C2H2 ZF","D"
"T044700_1.02","ZKSCAN3","Homo_sapiens","ENSG00000189298","C2H2 ZF","D"
"T044468_1.02","ZNF143","Homo_sapiens","ENSG00000166478","C2H2 ZF","D"
"T044450_1.02","ZNF148","Homo_sapiens","ENSG00000163848","C2H2 ZF","D"
"T044757_1.02","ZNF187","Homo_sapiens","ENSG00000197062","C2H2 ZF","D"
"T044535_1.02","ZNF217","Homo_sapiens","ENSG00000171940","C2H2 ZF","D"
"T044463_1.02","ZNF219","Homo_sapiens","ENSG00000165804","C2H2 ZF","D"
"T044492_1.02","ZNF232","Homo_sapiens","ENSG00000167840","C2H2 ZF","D"
"T044350_1.02","ZNF236","Homo_sapiens","ENSG00000130856","C2H2 ZF","D"
"T044598_1.02","ZNF238","Homo_sapiens","ENSG00000179456","C2H2 ZF","D"
"T044216_1.02","ZNF263","Homo_sapiens","ENSG00000006194","C2H2 ZF","D"
"T061577_1.02","ZNF271","Homo_sapiens","ZN271_HUMAN","C2H2 ZF","D"
"T044530_1.02","ZNF274","Homo_sapiens","ENSG00000171606","C2H2 ZF","D"
"T044512_1.02","ZNF282","Homo_sapiens","ENSG00000170265","C2H2 ZF","D"
"T044850_1.02","ZNF316","Homo_sapiens","ENSG00000205903","C2H2 ZF","D"
"T044438_1.02","ZNF333","Homo_sapiens","ENSG00000160961","C2H2 ZF","D"
"T044583_1.02","ZNF354C","Homo_sapiens","ENSG00000177932","C2H2 ZF","D"
"T044332_1.02","ZNF384","Homo_sapiens","ENSG00000126746","C2H2 ZF","D"
"T044304_1.02","ZNF410","Homo_sapiens","ENSG00000119725","C2H2 ZF","D"
"T044267_1.02","ZNF423","Homo_sapiens","ENSG00000102935","C2H2 ZF","D"
"T044848_1.02","ZNF425","Homo_sapiens","ENSG00000204947","C2H2 ZF","D"
"T044828_1.02","ZNF521","Homo_sapiens","ENSG00000198795","C2H2 ZF","D"
"T044525_1.02","ZNF524","Homo_sapiens","ENSG00000171443","C2H2 ZF","D"
"T044524_1.02","ZNF581","Homo_sapiens","ENSG00000171425","C2H2 ZF","D"
"T044453_1.02","ZNF589","Homo_sapiens","ENSG00000164048","C2H2 ZF","D"
"T061579_1.02","ZNF595","Homo_sapiens","ZN595_HUMAN","C2H2 ZF","D"
"T044775_1.02","ZNF615","Homo_sapiens","ENSG00000197619","C2H2 ZF","D"
"T044771_1.02","ZNF628","Homo_sapiens","ENSG00000197483","C2H2 ZF","D"
"T044720_1.02","ZNF658","Homo_sapiens","ENSG00000196409","C2H2 ZF","D"
"T061403_1.02","ZNF663","Homo_sapiens","Q8NDT4","C2H2 ZF","D"
"T061581_1.02","ZNF702","Homo_sapiens","ZN702_HUMAN","C2H2 ZF","D"
"T044591_1.02","ZNF713","Homo_sapiens","ENSG00000178665","C2H2 ZF","D"
"T044933_1.02","ZNF718","Homo_sapiens","ENSG00000250312","C2H2 ZF","D"
"T061587_1.02","ZNF73","Homo_sapiens","ZNF73_HUMAN","C2H2 ZF","D"
"T061583_1.02","ZNF735P","Homo_sapiens","ZN735_HUMAN","C2H2 ZF","D"
"T044371_1.02","ZNF740","Homo_sapiens","ENSG00000139651","C2H2 ZF","D"
"T044444_1.02","ZNF75A","Homo_sapiens","ENSG00000162086","C2H2 ZF","D"
"T061584_1.02","ZNF75C","Homo_sapiens","ZN75C_HUMAN","C2H2 ZF","D"
"T044434_1.02","ZNF761","Homo_sapiens","ENSG00000160336","C2H2 ZF","D"
"T044602_1.02","ZNF784","Homo_sapiens","ENSG00000179922","C2H2 ZF","D"
"T061585_1.02","ZNF806","Homo_sapiens","ZN806_HUMAN","C2H2 ZF","D"
"T061568_1.02","ZNF834","Homo_sapiens","Z355P_HUMAN","C2H2 ZF","D"
"T061586_1.02","ZNF883","Homo_sapiens","ZN883_HUMAN","C2H2 ZF","D"
"T044741_1.02","ZSCAN16","Homo_sapiens","ENSG00000196812","C2H2 ZF","D"
"T044611_1.02","ZSCAN4","Homo_sapiens","ENSG00000180532","C2H2 ZF","D"
"T031923_1.02","ZEB1","Homo_sapiens","ENSG00000148516","C2H2 ZF,Homeodomain","D"
"T032299_1.02","ZNF541","Homo_sapiens","ENSG00000118156","C2H2 ZF,Myb/SANT","D"
"T070491_1.02","NFYA","Homo_sapiens","ENSG00000001167","CBF/NF-Y","D"
"T071076_1.02","CENPB","Homo_sapiens","ENSG00000125817","CENPB","D"
"T072271_1.02","YBX1","Homo_sapiens","ENSG00000065978","CSD","D"
"T073106_1.02","RBPJ","Homo_sapiens","ENSG00000168214","CSL","D"
"T073532_1.02","CUX1","Homo_sapiens","ENSG00000160967","CUT,Homeodomain","D"
"T073529_1.02","CUX2","Homo_sapiens","ENSG00000111249","CUT,Homeodomain","D"
"T073533_1.02","ONECUT1","Homo_sapiens","ENSG00000169856","CUT,Homeodomain","D"
"T073531_1.02","ONECUT2","Homo_sapiens","ENSG00000119547","CUT,Homeodomain","D"
"T073535_1.02","ONECUT3","Homo_sapiens","ENSG00000205922","CUT,Homeodomain","D"
"T073534_1.02","SATB1","Homo_sapiens","ENSG00000182568","CUT,Homeodomain","D"
"T074382_1.02","CGBP","Homo_sapiens","BAD93120.1","CxxC","D"
"T074509_1.02","CXXC1","Homo_sapiens","ENSG00000154832","CxxC","D"
"T074507_1.02","DNMT1","Homo_sapiens","ENSG00000130816","CxxC","D"
"T074503_1.02","KDM2B","Homo_sapiens","ENSG00000089094","CxxC","D"
"T074506_1.02","MLL","Homo_sapiens","ENSG00000118058","CxxC","D"
"T074508_1.02","TET1","Homo_sapiens","ENSG00000138336","CxxC","D"
"T075123_1.02","DMRT1","Homo_sapiens","ENSG00000137090","DM","D"
"T075127_1.02","DMRT2","Homo_sapiens","ENSG00000173253","DM","D"
"T075122_1.02","DMRT3","Homo_sapiens","ENSG00000064218","DM","D"
"T075128_1.02","DMRTA1","Homo_sapiens","ENSG00000176399","DM","D"
"T075125_1.02","DMRTA2","Homo_sapiens","ENSG00000142700","DM","D"
"T075124_1.02","DMRTC2","Homo_sapiens","ENSG00000142025","DM","D"
"T076312_1.02","TFDP1","Homo_sapiens","ENSG00000198176","DP,E2F","D"
"T076674_1.02","E2F1","Homo_sapiens","ENSG00000101412","E2F","D"
"T076673_1.02","E2F2","Homo_sapiens","ENSG00000007968","E2F","D"
"T076675_1.02","E2F3","Homo_sapiens","ENSG00000112242","E2F","D"
"T076680_1.02","E2F4","Homo_sapiens","ENSG00000205250","E2F","D"
"T076677_1.02","E2F5","Homo_sapiens","ENSG00000133740","E2F","D"
"T076679_1.02","E2F6","Homo_sapiens","ENSG00000169016","E2F","D"
"T076678_1.02","E2F7","Homo_sapiens","ENSG00000165891","E2F","D"
"T076676_1.02","E2F8","Homo_sapiens","ENSG00000129173","E2F","D"
"T077335_1.02","BRCA1","Homo_sapiens","ENSG00000012048","EIN3","D"
"T077992_1.02","EHF","Homo_sapiens","ENSG00000135373","Ets","D"
"T077988_1.02","ELF1","Homo_sapiens","ENSG00000120690","Ets","D"
"T077985_1.02","ELF2","Homo_sapiens","ENSG00000109381","Ets","D"
"T078001_1.02","ELF3","Homo_sapiens","ENSG00000163435","Ets","D"
"T077982_1.02","ELF4","Homo_sapiens","ENSG00000102034","Ets","D"
"T077993_1.02","ELF5","Homo_sapiens","ENSG00000135374","Ets","D"
"T077990_1.02","ELK1","Homo_sapiens","ENSG00000126767","Ets","D"
"T077986_1.02","ELK3","Homo_sapiens","ENSG00000111145","Ets","D"
"T078000_1.02","ELK4","Homo_sapiens","ENSG00000158711","Ets","D"
"T077984_1.02","ERF","Homo_sapiens","ENSG00000105722","Ets","D"
"T077998_1.02","ERG","Homo_sapiens","ENSG00000157554","Ets","D"
"T077991_1.02","ETS1","Homo_sapiens","ENSG00000134954","Ets","D"
"T077999_1.02","ETS2","Homo_sapiens","ENSG00000157557","Ets","D"
"T077979_1.02","ETV1","Homo_sapiens","ENSG00000006468","Ets","D"
"T077983_1.02","ETV2","Homo_sapiens","ENSG00000105672","Ets","D"
"T077987_1.02","ETV3","Homo_sapiens","ENSG00000117036","Ets","D"
"T078004_1.02","ETV4","Homo_sapiens","ENSG00000175832","Ets","D"
"T078006_1.02","ETV5","Homo_sapiens","ENSG00000244405","Ets","D"
"T077994_1.02","ETV6","Homo_sapiens","ENSG00000139083","Ets","D"
"T077980_1.02","ETV7","Homo_sapiens","ENSG00000010030","Ets","D"
"T078002_1.02","FEV","Homo_sapiens","ENSG00000163497","Ets","D"
"T077996_1.02","FLI1","Homo_sapiens","ENSG00000151702","Ets","D"
"T077997_1.02","GABPA","Homo_sapiens","ENSG00000154727","Ets","D"
"T077989_1.02","SPDEF","Homo_sapiens","ENSG00000124664","Ets","D"
"T077981_1.02","SPI1","Homo_sapiens","ENSG00000066336","Ets","D"
"T077995_1.02","SPIB","Homo_sapiens","ENSG00000142539","Ets","D"
"T078003_1.02","SPIC","Homo_sapiens","ENSG00000166211","Ets","D"
"T081595_1.02","FOXA1","Homo_sapiens","ENSG00000129514","Forkhead","D"
"T081593_1.02","FOXA2","Homo_sapiens","ENSG00000125798","Forkhead","D"
"T081607_1.02","FOXA3","Homo_sapiens","ENSG00000170608","Forkhead","D"
"T081609_1.02","FOXB1","Homo_sapiens","ENSG00000171956","Forkhead","D"
"T081586_1.02","FOXC1","Homo_sapiens","ENSG00000054598","Forkhead","D"
"T081613_1.02","FOXC2","Homo_sapiens","ENSG00000176692","Forkhead","D"
"T081633_1.02","FOXD1","Homo_sapiens","ENSG00000251493","Forkhead","D"
"T081620_1.02","FOXD2","Homo_sapiens","ENSG00000186564","Forkhead","D"
"T081623_1.02","FOXD3","Homo_sapiens","ENSG00000187140","Forkhead","D"
"T081631_1.02","FOXD4L2","Homo_sapiens","ENSG00000204828","Forkhead","D"
"T081619_1.02","FOXD4L4","Homo_sapiens","ENSG00000184659","Forkhead","D"
"T081588_1.02","FOXF1","Homo_sapiens","ENSG00000103241","Forkhead","D"
"T081598_1.02","FOXF2","Homo_sapiens","ENSG00000137273","Forkhead","D"
"T081610_1.02","FOXG1","Homo_sapiens","ENSG00000176165","Forkhead","D"
"T081602_1.02","FOXH1","Homo_sapiens","ENSG00000160973","Forkhead","D"
"T081605_1.02","FOXI1","Homo_sapiens","ENSG00000168269","Forkhead","D"
"T081596_1.02","FOXJ1","Homo_sapiens","ENSG00000129654","Forkhead","D"
"T081587_1.02","FOXJ2","Homo_sapiens","ENSG00000065970","Forkhead","D"
"T081626_1.02","FOXJ3","Homo_sapiens","ENSG00000198815","Forkhead","D"
